Unnamed: 0,ID_SUBEST,SUBTIPO,NOMBRE,PROPIEDAD,TENSION_KV,TIPO,F_OPERACIO,RCA,SIST_ELECT,ESTADO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
86,388,100,S/E CHIMBARONGO,CGE TRANSMISION S.A.,66/15,ZONAL,1989-01-01,S/I,SEN,OPERATIVA,313500.7360066,6154642.12088889,19 S,WGS84,6.0,63.0,6303.0,CEN,2014-12-04,2023-03-30,POINT (-71.037051 -34.733307),-34.733307,-71.037051
87,929,100,S/E QUINTA (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,311159.13358246,6145400.86873199,19 S,WGS84,6.0,63.0,6303.0,CEN,2014-12-04,2023-03-30,POINT (-71.064687 -34.816158),-34.816158,-71.064687
88,2211,100,S/E NUEVA LAMPA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220,NACIONAL,2021-01-12,90/2018,SEN,OPERATIVA,336380.85219852,6311887.57570204,19 S,WGS84,13.0,133.0,13302.0,CEN,2014-12-04,2023-03-30,POINT (-70.75777165299996 -33.319733017999965),-33.319733017999965,-70.75777165299996
89,2220,100,S/E CENTRAL NEHUENCO III,COLBUN S.A.,"235/10,5",DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,282738.00323608,6353462.98359681,19 S,WGS84,5.0,55.0,5501.0,CEN,2014-12-04,2023-03-30,POINT (-71.32380026799996 -32.93553853699996),-32.93553853699996,-71.32380026799996
90,719,100,S/E SAN JOAQUIN (ENEL DISTRIBUCION),SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/12,ZONAL,1984-12-01,S/I,SEN,OPERATIVA,348859.00042134,6293840.00036836,19 S,WGS84,13.0,131.0,13129.0,CEN,2014-12-04,2023-03-30,POINT (-70.62679730999997 -33.48427694999998),-33.48427694999998,-70.62679730999997
91,688,100,S/E EL SALTO,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"220/110/34,5",ZONAL,1899-12-31,S/I,SEN,OPERATIVA,348473.04618556,6307715.54313787,19 S,WGS84,13.0,131.0,13107.0,CEN,2014-12-04,2023-03-30,POINT (-70.628612 -33.359119),-33.359119,-70.628612
92,2249,100,S/E ALGARROBAL,ENGIE ENERGIA CHILE S.A.,220,NACIONAL,2021-07-08,61/2019,SEN,OPERATIVA,337188.00199021,6881776.98664977,19 S,WGS84,3.0,33.0,3301.0,CEN,2014-12-04,2023-03-30,POINT (-70.65852788699993 -28.179709832999947),-28.179709832999947,-70.65852788699993
93,1985,100,S/E TOCOPILLA,CGE TRANSMISION S.A.,23/5,DEDICADO,2008-01-01,S/I,SEN,OPERATIVA,374977.00111925,7555841.99971533,19 S,WGS84,2.0,23.0,2301.0,CEN,2014-12-04,2023-03-30,POINT (-70.21198674699997 -22.097875855999973),-22.097875855999973,-70.21198674699997
94,2287,100,S/E FRUTILLAR NORTE,TRANSELEC S.A.,220,NACIONAL,2021-05-14,95/2019,SEN,OPERATIVA,659953.86812952,5451733.00232728,18 S,WGS84,10.0,101.0,10105.0,CEN,2014-12-04,2023-03-30,POINT (-73.09612086499999 -41.06993623899996),-41.06993623899996,-73.09612086499999
95,604,100,S/E CAUTIN,TRANSELEC S.A.,220,NACIONAL,2007-01-01,S/I,SEN,OPERATIVA,713726.00037996,5711129.00031302,18 S,WGS84,9.0,91.0,9112.0,CEN,2014-12-04,2023-03-30,POINT (-72.54153188999999 -38.72266960999997),-38.72266960999997,-72.54153188999999
96,477,100,S/E TENO EMPALME,CGE TRANSMISION S.A.,154,ZONAL,2000-01-01,S/I,SEN,OPERATIVA,301974.2986077,6141046.5144367,19 S,WGS84,7.0,73.0,7308.0,CEN,2014-12-04,2023-03-30,POINT (-71.166075 -34.853651),-34.853651,-71.166075
97,2126,100,S/E MAITENES,PACIFIC HYDRO CHILE S.A.,"110/13,8",DEDICADO,1914-01-01,S/I,SEN,OPERATIVA,356096.03876001,6215018.31803364,19 S,WGS84,6.0,61.0,6108.0,CEN,2014-12-04,2023-03-30,POINT (-70.561805 -34.195917),-34.195917,-70.561805
98,864,100,S/E SAN FRANCISCO,ANGLO AMERICAN LOS BRONCES,66/15,DEDICADO,2012-01-01,S/I,SEN,OPERATIVA,375509.84210547,6328624.88357662,19 S,WGS84,13.0,131.0,13115.0,CEN,2014-12-04,2023-03-30,POINT (-70.335224 -33.17404),-33.17404,-70.335224
99,2019,100,S/E ARMAZONES,SISTEMA DE TRANSMISION DEL SUR S.A.,23,ZONAL,2017-09-15,S/I,SEN,OPERATIVA,369559.47264777,7274089.76337198,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-70.288864 -24.641915),-24.641915,-70.288864
100,2298,102,HORNOPIREN,SAGESA,23,NO APLICA,1995-01-01,S/I,EDELAYSEN,OPERATIVA,708873.82913231,5351123.16316894,18 S,WGS84,10.0,104.0,10403.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.479405 -41.964220000999944),-41.96422000099994,-72.479405
101,2278,102,CENTRAL LAGO VERDE,EDELAYSEN,23,NO APLICA,2005-01-01,S/I,EDELAYSEN,OPERATIVA,272387.01622653,5097544.48099994,19 S,WGS84,11.0,111.0,11102.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-71.850455 -44.23976700099996),-44.23976700099996,-71.850455
102,1940,100,TAP OFF 003,MINERA ESCONDIDA LTDA.,"6969/4,16",DEDICADO,2016-06-14,S/I,SEN,OPERATIVA,498891.00002886,7319617.98854224,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.01092346699994 -24.236239731999945),-24.236239731999945,-69.01092346699994
103,2185,100,S/E CENTRAL MOCHO,HIDROMOCHO S.A.,23,DEDICADO,2021-01-06,S/I,SEN,OPERATIVA,732428.62205873,5497476.85266093,18 S,WGS84,14.0,142.0,14204.0,CEN,2014-12-04,2023-03-30,POINT (-72.251361 -40.640861),-40.640861,-72.251361
104,840,100,S/E LICANCO,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,1992-01-01,S/I,SEN,OPERATIVA,707415.2743632,5704948.69896182,18 S,WGS84,9.0,91.0,9112.0,CEN,2014-12-04,2023-03-30,POINT (-72.61221 -38.77982),-38.77982,-72.61221
105,2102,100,S/E CENTRAL EL PINAR,EMPRESA ELECTRICA EL PINAR SPA,"10,5",S/I,2022-11-21,S/I,SEN,OPERATIVA,265334.68876333,5887213.00676898,19 S,WGS84,16.0,161.0,16109.0,CEN,2014-12-04,2023-03-30,POINT (-71.64171730099997 -37.132038647999934),-37.132038647999934,-71.64171730099997
106,630,100,S/E CAUQUENES,CGE TRANSMISION S.A.,"66/23/15/13,2",ZONAL,1960-01-01,S/I,SEN,OPERATIVA,743157.71760601,6016869.38922045,18 S,WGS84,7.0,72.0,7201.0,CEN,2014-12-04,2023-03-30,POINT (-72.303667 -35.96232),-35.96232,-72.303667
107,2281,100,S/E TINEO,TRANSELEC CONCESIONES S.A.,220,S/I,2021-07-31,S/I,SEN,OPERATIVA,659699.4279222,5428319.50504974,18 S,WGS84,10.0,101.0,10107.0,CEN,2014-12-04,2023-03-30,POINT (-73.09304218999995 -41.28077748599998),-41.28077748599998,-73.09304218999995
108,614,100,S/E CIRUELOS,TRANSELEC S.A.,220,NACIONAL,2003-01-01,S/I,SEN,OPERATIVA,679340.68508928,5620131.30248629,18 S,WGS84,14.0,141.0,14106.0,CEN,2014-12-04,2023-03-30,POINT (-72.912733 -39.549771),-39.549771,-72.912733
109,246,100,S/E CENTRAL ISLA,ENEL GENERACION CHILE S.A.,"154/13,8",DEDICADO,1960-01-01,S/I,SEN,OPERATIVA,334184.02543932,6035616.65599509,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-70.835289 -35.809587),-35.809587,-70.835289
110,857,100,S/E FUNDICION CHAGRES,ANGLO AMERICAN CHAGRES,110/12,ZONAL,1993-12-22,S/I,SEN,OPERATIVA,316820.53996886,6368477.67631696,19 S,WGS84,5.0,57.0,5702.0,CEN,2014-12-04,2023-03-30,POINT (-70.956484 -32.806424),-32.806424,-70.956484
111,1806,100,S/E 418,MINERA ESCONDIDA LTDA.,"4,16",DEDICADO,2002-07-01,S/I,SEN,OPERATIVA,486116.00018253,7302550.0003655,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.13692036999998 -24.39033490999998),-24.39033490999998,-69.13692036999998
112,1731,100,S/E GORBEA,CGE TRANSMISION S.A.,"13,2",ZONAL,2014-12-01,S/I,SEN,OPERATIVA,700345.65304193,5669824.83248309,18 S,WGS84,9.0,91.0,9107.0,CEN,2014-12-04,2023-03-30,POINT (-72.68326 -39.097713),-39.097713,-72.68326
113,1747,100,S/E CENTRAL LLAUQUEREO,HIDROELECTRICA LLEUQUEREO S.A.,23,S/I,2021-04-30,S/I,SEN,OPERATIVA,277062.54043812,5839246.66496047,19 S,WGS84,8.0,83.0,8311.0,CEN,2014-12-04,2023-03-30,POINT (-71.524241 -37.566852),-37.566852,-71.524241
114,260,100,S/E BUCALEMU,AES ANDES S.A.,"66-13,2",DEDICADO,1995-01-01,S/I,SEN,OPERATIVA,730446.29013087,5882822.22167449,18 S,WGS84,8.0,83.0,8303.0,CEN,2014-12-04,2023-03-30,POINT (-72.404381 -37.172626),-37.172626,-72.404381
115,310,100,S/E CENTRAL RIO MELADO,EMPRESA ELECTRICA PEHUENCHE S.A.,"154/13,2",DEDICADO,,S/I,SEN,OPERATIVA,312670.08116244,6045385.13608951,19 S,WGS84,7.0,74.0,7402.0,CEN,2014-12-04,2023-03-30,POINT (-71.070995 -35.717699),-35.717699,-71.070995
116,1791,100,S/E CENTRAL SANTIAGO SOLAR,"SANTIAGO SOLAR S.A.

",110/30,ZONAL,2017-12-22,S/I,SEN,OPERATIVA,326503.37806477,6338114.23696881,19 S,WGS84,13.0,133.0,13303.0,CEN,2014-12-04,2023-03-30,POINT (-70.858834 -33.081745),-33.081745,-70.858834
117,323,100,S/E CENTRAL LOMA LOS COLORADOS,KDM ENERGIA S.A.,110/23,DEDICADO,2011-09-21,S/I,SEN,OPERATIVA,331344.17454141,6351927.38520433,19 S,WGS84,13.0,133.0,13303.0,CEN,2014-12-04,2023-03-30,POINT (-70.804453 -32.95797),-32.95797,-70.804453
118,1843,100,S/E CHACA,ENGIE ENERGIA CHILE S.A.,23,DEDICADO,2016-09-09,S/I,SEN,OPERATIVA,382624.96486337,7911261.54491562,19 S,WGS84,15.0,151.0,15102.0,CEN,2014-12-04,2023-03-30,POINT (-70.1144 -18.887403),-18.887403,-70.1144
119,526,100,S/E CALBUCO,SISTEMA DE TRANSMISION DEL SUR S.A.,110/23,ZONAL,2008-01-01,591/2008,SEN,OPERATIVA,652709.94925617,5374868.82575724,18 S,WGS84,10.0,101.0,10102.0,CEN,2014-12-04,2023-03-30,POINT (-73.162897 -41.763336),-41.763336,-73.162897
120,517,100,S/E PANGUIPULLI,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2006-06-18,S/I,SEN,OPERATIVA,729854.27270421,5610148.11968856,18 S,WGS84,14.0,141.0,14108.0,CEN,2014-12-04,2023-03-30,POINT (-72.321904 -39.627587),-39.627587,-72.321904
121,923,100,S/E LOS GUINDOS (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,"6,6",ZONAL,,101/2019,SEN,OPERATIVA,340282.71318018,6268523.09864355,19 S,WGS84,13.0,134.0,13402.0,CEN,2014-12-04,2023-03-30,POINT (-70.72360796999999 -33.71127371299997),-33.71127371299997,-70.72360796999999
122,200,100,S/E CENTRAL LAGUNA VERDE,AES ANDES S.A.,"110/12/11,5",ZONAL,1939-01-01,S/I,SEN,OPERATIVA,250123.24990368,6334053.43409576,19 S,WGS84,5.0,51.0,5101.0,CEN,2014-12-04,2023-03-30,POINT (-71.67762 -33.103457),-33.103457,-71.67762
123,915,100,S/E CODELCO VENTANAS 1,CODELCO CHILE - DIVISION VENTANAS,110,ZONAL,1964-09-30,S/I,SEN,OPERATIVA,267447.75021746,6372014.42950384,19 S,WGS84,5.0,51.0,5105.0,CEN,2014-12-04,2023-03-30,POINT (-71.482551 -32.765204),-32.765204,-71.482551
124,2196,100,S/E TAP OFF LLANOS BLANCOS,PRIME ENERGIA QUICKSTART SPA,220/23,DEDICADO,2022-01-08,S/I,SEN,OPERATIVA,286265.00305641,6662664.98438303,19 S,WGS84,4.0,41.0,4102.0,CEN,2014-12-04,2023-03-30,POINT (-71.21910965999996 -30.14863533199997),-30.14863533199997,-71.21910965999996
125,1851,100,S/E COLLAHUASI SALA ELECTRICA 3501,COMPANIA DONA INES DE COLLAHUASI SCM,23/11,DEDICADO,2016-03-30,S/I,SEN,OPERATIVA,542429.18950184,7680235.15205078,19 S,WGS84,1.0,14.0,1405.0,CEN,2014-12-04,2023-03-30,POINT (-68.59181 -20.977981),-20.977981,-68.59181
126,682,100,S/E CARRASCAL,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/12,ZONAL,1947-01-01,S/I,SEN,OPERATIVA,343169.95945243,6300711.73280082,19 S,WGS84,13.0,131.0,13126.0,CEN,2014-12-04,2023-03-30,POINT (-70.686808 -33.421504),-33.421504,-70.686808
127,725,100,S/E SANTA ROSA SUR,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110/12,ZONAL,1970-01-01,S/I,SEN,OPERATIVA,351710.00025492,6283059.99974627,19 S,WGS84,13.0,132.0,13201.0,CEN,2014-12-04,2023-03-30,POINT (-70.59790868999994 -33.581869359999985),-33.581869359999985,-70.59790868999994
128,778,100,S/E CATEMU,CHILQUINTA TRANSMISION S.A.,44/12,ZONAL,1972-01-01,S/I,SEN,OPERATIVA,316371.1442405,6371905.58756743,19 S,WGS84,5.0,57.0,5702.0,CEN,2014-12-04,2023-03-30,POINT (-70.960603 -32.775445),-32.775445,-70.960603
129,2042,100,S/E ESTE 6,MINERA ESCONDIDA LTDA.,69,DEDICADO,,S/I,SEN,OPERATIVA,495071.81658665,7309074.34906522,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.048578 -24.331462),-24.331462,-69.048578
130,460,100,S/E EL MANZANO (CGE),CGE TRANSMISION S.A.,66/15,ZONAL,2001-01-01,216/1999,SEN,OPERATIVA,278735.60029786,6210618.54922205,19 S,WGS84,6.0,61.0,6107.0,CEN,2014-12-04,2023-03-30,POINT (-71.401996 -34.222007),-34.222007,-71.401996
131,975,100,S/E MAURO,MINERA LOS PELAMBRES,220,DEDICADO,2006-12-20,S/I,SEN,OPERATIVA,310382.67089838,6464131.92643683,19 S,WGS84,4.0,42.0,4203.0,CEN,2014-12-04,2023-03-30,POINT (-71.006058 -31.942943),-31.942943,-71.006058
132,2267,100,S/E CENTRAL HORNITOS (TER),INVERSIONES HORNITOS SPA,"15,75",DEDICADO,2011-03-19,S/I,SEN,OPERATIVA,355815.86051916,7445965.40200869,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.407751 -23.088709),-23.088709,-70.407751
133,1901,100,S/E MARIA ELENA,GRACE S.A.,110/23,NACIONAL,2006-01-01,S/I,SEN,OPERATIVA,440391.00014496,7543344.00057052,19 S,WGS84,2.0,23.0,2302.0,CEN,2014-12-04,2023-03-30,POINT (-69.57835568999997 -22.21425463999998),-22.21425463999998,-69.57835568999997
134,317,100,S/E CENTRAL QUELLON II,ENERGIA SIETE SPA,23,ZONAL,2018-05-28,S/I,SEN,OPERATIVA,612758.08194911,5228079.65908518,18 S,WGS84,10.0,102.0,10208.0,CEN,2014-12-04,2023-03-30,POINT (-73.614556 -43.091618),-43.091618,-73.614556
135,1740,100,S/E CENTRAL PICOIQUEN,HIDROANGOL S.A.,"66/13,2",DEDICADO,,S/I,SEN,OPERATIVA,697707.0267301,5812453.96296863,18 S,WGS84,9.0,92.0,9201.0,CEN,2014-12-04,2023-03-30,POINT (-72.753951 -37.813921),-37.813921,-72.753951
136,395,100,S/E COLO COLO,CGE TRANSMISION S.A.,66/15,ZONAL,1993-01-01,S/I,SEN,OPERATIVA,673752.2962125,5923288.13958869,18 S,WGS84,8.0,81.0,8101.0,CEN,2014-12-04,2023-03-30,POINT (-73.051883 -36.820329),-36.820329,-73.051883
137,1798,100,S/E 10A,CODELCO CHILE - DIVISION CHUQUICAMATA,"100/13,8",DEDICADO,1981-09-19,S/I,SEN,OPERATIVA,510695.00032044,7532806.0000964,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.89615970999995 -22.31045223999996),-22.31045223999996,-68.89615970999995
138,2284,102,CENTRAL NUEVO REINO,EDELAYSEN,23,NO APLICA,1987-01-01,S/I,EDELAYSEN,OPERATIVA,683809.82807129,5045254.43525238,18 S,WGS84,11.0,112.0,11202.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.67902350799994 -44.72250612299996),-44.72250612299996,-72.67902350799994
139,912,100,S/E COLON,CODELCO CHILE - DIVISION EL TENIENTE,"115/13,8/4,16",DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,364962.45204551,6227148.10492663,19 S,WGS84,6.0,61.0,6108.0,CEN,2014-12-04,2023-03-30,POINT (-70.463718 -34.087745),-34.087745,-70.463718
140,300,100,S/E LOS MAQUIS,ALFA TRANSMISORA DE ENERGIA S.A.,220/110,NACIONAL,2004-01-01,S/I,SEN,OPERATIVA,368033.80860546,6362717.2625485,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.410483 -32.865723),-32.865723,-70.410483
141,799,100,S/E SAN FELIPE,CHILQUINTA TRANSMISION S.A.,119/12,ZONAL,1971-01-01,S/I,SEN,OPERATIVA,339328.48380616,6373897.02480367,19 S,WGS84,5.0,57.0,5701.0,CEN,2014-12-04,2023-03-30,POINT (-70.715245 -32.761085),-32.761085,-70.715245
142,403,100,S/E SALAMANCA,CGE TRANSMISION S.A.,110/23,ZONAL,2005-01-01,138/2003,SEN,OPERATIVA,312007.92735379,6484346.28516491,19 S,WGS84,4.0,42.0,4204.0,CEN,2014-12-04,2023-03-30,POINT (-70.984963 -31.760949),-31.760949,-70.984963
143,1860,100,S/E DESALANT,AGUAS ANTOFAGASTA S.A.,"110/6,6",DEDICADO,2003-01-01,S/I,SEN,OPERATIVA,357237.10174292,7395682.31148615,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-70.398621 -23.542908),-23.542908,-70.398621
144,2307,102,CENTRAL PUYUHUAPI,EDELAYSEN,23,NO APLICA,2008-01-01,S/I,EDELAYSEN,OPERATIVA,694801.612372,5090404.00494297,18 S,WGS84,11.0,112.0,11202.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.557388 -44.313507),-44.313507,-72.557388
145,354,100,S/E EL AVELLANO,CGE TRANSMISION S.A.,66/23/15,ZONAL,1995-01-01,S/I,SEN,OPERATIVA,736287.7505358,5852738.79248508,18 S,WGS84,8.0,83.0,8301.0,CEN,2014-12-04,2023-03-30,POINT (-72.32907927999997 -37.44204353999993),-37.44204353999993,-72.32907927999997
146,847,100,S/E LAS PINATAS,LITORAL TRANSMISION S.A.,66/12,ZONAL,2000-10-25,S/I,SEN,OPERATIVA,256548.89495603,6304027.07891295,19 S,WGS84,5.0,56.0,5602.0,CEN,2014-12-04,2023-03-30,POINT (-71.616881 -33.375473),-33.375473,-71.616881
147,1884,100,S/E K1,CODELCO CHILE - DIVISION CHUQUICAMATA,"100/13,8",DEDICADO,1982-03-05,S/I,SEN,OPERATIVA,510844.56793948,7533466.85505165,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.894712 -22.304481),-22.304481,-68.894712
148,463,100,S/E SAN PEDRO (CGE),CGE TRANSMISION S.A.,66/15,ZONAL,1968-01-01,S/I,SEN,OPERATIVA,670101.6790573,5921133.58812901,18 S,WGS84,8.0,81.0,8108.0,CEN,2014-12-04,2023-03-30,POINT (-73.09231094999996 -36.84040424999995),-36.84040424999995,-73.09231094999996
149,2006,100,S/E CENTRAL CONSTITUCION,ELEKTRA GENERACION S.A.,23,ZONAL,2007-06-06,S/I,SEN,OPERATIVA,735623.51354731,6083901.19729389,18 S,WGS84,7.0,71.0,7102.0,CEN,2014-12-04,2023-03-30,POINT (-72.406743 -35.360404),-35.360404,-72.406743
150,965,100,S/E MINERA LA CANDELARIA,GNL QUINTERO S.A.,110,DEDICADO,2009-03-01,S/I,SEN,OPERATIVA,371274.87863801,6954238.21835247,19 S,WGS84,3.0,31.0,3103.0,CEN,2014-12-04,2023-03-30,POINT (-70.30353 -27.529504),-27.529504,-70.30353
151,426,100,S/E LOS ANGELES (CGE),CGE TRANSMISION S.A.,"154/66/15/13,2",ZONAL,1951-01-01,S/I,SEN,OPERATIVA,732630.36843465,5848483.81310572,18 S,WGS84,8.0,83.0,8301.0,CEN,2014-12-04,2023-03-30,POINT (-72.369038 -37.481283),-37.481283,-72.369038
152,937,100,S/E BULNES (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,741886.62602127,5930167.02126758,18 S,WGS84,16.0,161.0,16102.0,CEN,2014-12-04,2023-03-30,POINT (-72.29080785799994 -36.743425858999956),-36.74342585899996,-72.29080785799994
153,1966,100,TAP OFF LA NEGRA,CGE TRANSMISION S.A.,110/23,ZONAL,2001-02-01,S/I,SEN,OPERATIVA,365081.91133887,7369250.05843525,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-70.32418519399994 -23.782270107999977),-23.782270107999977,-70.32418519399994
154,2088,100,S/E CENTRAL DEGAN,GENERACION DE ENERGIA NUEVA DEGAN SPA,23,DEDICADO,2022-04-01,S/I,SEN,OPERATIVA,606258.1286626,5333336.73299888,18 S,WGS84,10.0,102.0,10202.0,CEN,2014-12-04,2023-03-30,POINT (-73.714052 -42.144887),-42.144887,-73.714052
155,1634,100,S/E MARISCAL,CGE TRANSMISION S.A.,110/23/12,ZONAL,2012-01-01,S/I,SEN,OPERATIVA,346344.70036519,6281106.58022932,19 S,WGS84,13.0,131.0,13112.0,CEN,2014-12-04,2023-03-30,POINT (-70.65603868999995 -33.59872098999995),-33.59872098999995,-70.65603868999995
156,1762,100,S/E MINERA DAYTON,CGE TRANSMISION S.A.,"13,2",ZONAL,,S/I,SEN,OPERATIVA,298537.00280777,6653490.98502714,19 S,WGS84,4.0,41.0,4103.0,CEN,2014-12-04,2023-03-30,POINT (-71.09351865499997 -30.233461327999976),-30.233461327999976,-71.09351865499997
157,220,100,S/E CENTRAL CANUTILLAR,COLBUN S.A.,"13,8",DEDICADO,1990-01-01,S/I,SEN,OPERATIVA,721778.0244345,5399210.50904906,18 S,WGS84,10.0,101.0,10103.0,CEN,2014-12-04,2023-03-30,POINT (-72.341761 -41.528041),-41.528041,-72.341761
158,506,100,S/E COLACO,Propietario: SISTEMA DE TRANSMISION DEL SUR S.A.,110/23,ZONAL,1998-01-01,S/I,SEN,OPERATIVA,634073.53060575,5377912.84409913,18 S,WGS84,10.0,101.0,10102.0,CEN,2014-12-04,2023-03-30,POINT (-73.387688 -41.739295),-41.739295,-73.387688
159,2054,100,S/E MANTILHUE,SISTEMA DE TRANSMISION DEL SUR S.A.,110,DEDICADO,2017-09-15,37/2016,SEN,OPERATIVA,719806.30445377,5500361.16778611,18 S,WGS84,14.0,142.0,14204.0,CEN,2014-12-04,2023-03-30,POINT (-72.401486 -40.618359),-40.618359,-72.401486
160,1788,100,S/E CENTRAL PARQUE EOLICO LA ESPERANZA,EOLICA LA ESPERANZA S.A.,23,ZONAL,,S/I,SEN,OPERATIVA,717442.84046201,5835452.35589041,18 S,WGS84,8.0,83.0,8307.0,CEN,2014-12-04,2023-03-30,POINT (-72.536793 -37.602334),-37.602334,-72.536793
161,213,100,S/E PLANTA CONSTITUCION,CELULOSA ARAUCO Y CONSTITUCION S.A.,66/6,DEDICADO,1997-01-01,S/I,SEN,OPERATIVA,734735.00031054,6087857.99961725,18 S,WGS84,7.0,71.0,7102.0,CEN,2014-12-04,2023-03-30,POINT (-72.41764816999995 -35.32497152999997),-35.32497152999997,-72.41764816999995
162,1099,100,TAP OFF ALGARROBO,CHILQUINTA TRANSMISION S.A.,66,ZONAL,1963-05-16,S/I,SEN,OPERATIVA,258705.00347469,6304900.99957938,19 S,WGS84,5.0,56.0,5602.0,CEN,2014-12-04,2023-03-30,POINT (-71.59349168199998 -33.36808479499996),-33.36808479499996,-71.59349168199998
163,1717,100,S/E LOS TAMBORES,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2014-10-12,S/I,SEN,OPERATIVA,669950.00006758,5534727.00054679,18 S,WGS84,14.0,142.0,14201.0,CEN,2014-12-04,2023-03-30,POINT (-72.99969097999997 -40.32070171999993),-40.32070171999993,-72.99969097999997
164,474,100,S/E PULLINQUE,CGE TRANSMISION S.A.,"66/13,2",ZONAL,1960-01-01,S/I,SEN,OPERATIVA,738864.973179,5613454.45183585,18 S,WGS84,14.0,141.0,14108.0,CEN,2014-12-04,2023-03-30,POINT (-72.218224 -39.595364),-39.595364,-72.218224
165,243,100,S/E CENTRAL ANTUCO (ENEL GENERACION),ENEL GENERACION CHILE S.A.,"230/13,8",DEDICADO,1973-01-01,S/I,SEN,OPERATIVA,267212.02704552,5867481.64228909,19 S,WGS84,8.0,83.0,8312.0,CEN,2014-12-04,2023-03-30,POINT (-71.626762 -37.310181),-37.310181,-71.626762
166,2014,100,S/E NEPTUNO,TRANSELEC S.A.,"220/25/20,4",NACIONAL,2017-04-01,S/I,SEN,OPERATIVA,339811.41187572,6297027.76058132,19 S,WGS84,13.0,131.0,13117.0,CEN,2014-12-04,2023-03-30,POINT (-70.723574 -33.454221),-33.454221,-70.723574
167,1812,100,S/E ALTO HOSPICIO,CGE TRANSMISION S.A.,"110/13,8",ZONAL,2001-12-01,164/2000,SEN,OPERATIVA,384661.99965576,7760000.00003369,19 S,WGS84,1.0,11.0,1107.0,CEN,2014-12-04,2023-03-30,POINT (-70.10433416999996 -20.254233299999953),-20.254233299999957,-70.10433416999996
168,1676,100,S/E PICOLTUE,SISTEMA DE TRANSMISION DEL SUR S.A.,23,ZONAL,2013-01-01,S/I,SEN,OPERATIVA,741937.18732484,5825844.23610629,18 S,WGS84,8.0,83.0,8305.0,CEN,2014-12-04,2023-03-30,POINT (-72.256414 -37.682722),-37.682722,-72.256414
169,432,100,S/E MONTE PATRIA,CGE TRANSMISION S.A.,"66/23/13,2",ZONAL,,S/I,SEN,OPERATIVA,312747.74663926,6603085.7646997,19 S,WGS84,4.0,43.0,4303.0,CEN,2014-12-04,2023-03-30,POINT (-70.954981 -30.690328),-30.690328,-70.954981
170,269,100,S/E CENTRAL SAN LORENZO DE DIEGO DE ALMAGRO,ENLASA GENERACION CHILE S.A.,"220/11,5",DEDICADO,2009-01-01,S/I,SEN,OPERATIVA,396445.9996206,7079603.99952812,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-70.03824288999994 -26.399966209999945),-26.399966209999945,-70.03824288999994
171,1978,100,TAP OFF SAIRECABUR,MINERA CENTINELA,"110/3,45",DEDICADO,2010-12-21,S/I,SEN,OPERATIVA,374266.6211928,7489749.68879515,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.22408730399997 -22.694774681999945),-22.694774681999945,-70.22408730399997
